_id,date_time,maxtempC,mintempC,totalSnow_cm,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
61aa1e9737a24bc4e304bc1d,2014-01-01,0,-6,0.0,-7,-3,-7,17,41,74,0.0,1028,0,10,220,12
61aa1e9737a24bc4e304bc1e,2014-01-02,-2,-7,0.4,-10,-3,-10,34,97,86,8.2,1015,-2,4,37,26
61aa1e9737a24bc4e304bc1f,2014-01-03,-10,-15,0.4,-20,-11,-20,33,45,89,4.5,1018,-10,7,246,25
61aa1e9737a24bc4e304bc20,2014-01-04,-4,-12,0.0,-12,-7,-12,15,6,72,0.0,1031,-4,10,246,11
61aa1e9737a24bc4e304bc21,2014-01-05,4,-5,0.0,-4,0,-4,16,55,89,2.6,1022,4,6,174,9
61aa1e9737a24bc4e304bc22,2014-01-06,10,-6,2.4,-1,4,-1,44,62,90,23.2,1003,10,8,240,26
61aa1e9737a24bc4e304bc23,2014-01-07,-13,-16,0.0,-25,-14,-25,39,5,69,0.0,1022,-13,10,277,32
61aa1e9737a24bc4e304bc24,2014-01-08,-6,-12,0.0,-17,-9,-17,21,10,56,0.0,1033,-6,10,269,17
61aa1e9737a24bc4e304bc25,2014-01-09,1,-7,0.1,-6,-3,-6,11,21,58,0.2,1036,1,10,259,8
61aa1e9737a24bc4e304bc26,2014-01-10,3,-2,0.0,0,1,0,6,80,82,1.9,1030,3,8,148,4
61aa1e9737a24bc4e304bc27,2014-01-11,13,4,0.0,7,9,7,37,100,98,26.1,1008,13,8,180,18
61aa1e9737a24bc4e304bc28,2014-01-12,6,2,0.0,0,4,0,32,13,81,1.7,1009,6,10,282,20
61aa1e9737a24bc4e304bc29,2014-01-13,9,2,0.0,1,5,1,25,13,83,0.0,1018,9,10,205,15
61aa1e9737a24bc4e304bc2a,2014-01-14,8,5,0.0,4,7,4,23,78,93,16.4,1009,8,8,238,13
61aa1e9737a24bc4e304bc2b,2014-01-15,9,4,0.0,4,6,4,10,20,86,0.1,1014,9,10,213,7
61aa1e9737a24bc4e304bc2c,2014-01-16,5,1,0.0,0,3,0,12,73,84,0.4,1013,5,9,322,8
61aa1e9737a24bc4e304bc2d,2014-01-17,6,0,0.0,0,3,0,11,19,72,0.0,1014,6,10,209,8
61aa1e9737a24bc4e304bc2e,2014-01-18,4,-4,1.4,-3,1,-3,25,55,79,4.9,1009,4,9,219,17
61aa1e9737a24bc4e304bc2f,2014-01-19,1,-5,0.0,-8,-2,-8,30,23,67,0.0,1008,1,10,252,21
61aa1e9737a24bc4e304bc30,2014-01-20,7,-1,0.0,-2,3,-2,34,28,77,0.0,1006,7,10,263,21
61aa1e9737a24bc4e304bc31,2014-01-21,-4,-10,0.2,-13,-6,-13,29,77,79,5.2,1014,-4,7,107,22
61aa1e9737a24bc4e304bc32,2014-01-22,-9,-14,0.0,-21,-12,-21,32,39,74,2.6,1011,-9,8,287,24
61aa1e9737a24bc4e304bc33,2014-01-23,-7,-14,0.0,-18,-11,-18,24,45,76,0.2,1021,-7,10,291,17
61aa1e9737a24bc4e304bc34,2014-01-24,-8,-13,0.0,-19,-11,-19,28,33,78,0.0,1026,-8,10,274,19
61aa1e9737a24bc4e304bc35,2014-01-25,-3,-8,2.0,-12,-5,-12,33,62,78,4.0,1006,-3,8,218,23
61aa1e9737a24bc4e304bc36,2014-01-26,-6,-9,0.0,-13,-6,-13,28,43,74,0.0,1009,-6,10,250,19
61aa1e9737a24bc4e304bc37,2014-01-27,4,-7,0.0,-6,-1,-6,30,71,76,1.8,1010,4,10,264,20
61aa1e9737a24bc4e304bc38,2014-01-28,-8,-11,0.0,-15,-9,-15,18,55,63,0.0,1026,-8,10,308,14
61aa1e9737a24bc4e304bc39,2014-01-29,-7,-10,1.6,-16,-9,-16,23,22,72,1.8,1023,-7,9,288,17
61aa1e9737a24bc4e304bc3a,2014-01-30,-2,-11,0.0,-10,-6,-10,13,5,76,0.0,1028,-2,10,236,9
61aa1e9737a24bc4e304bc3b,2014-01-31,3,-5,0.0,-6,-1,-6,19,37,78,0.0,1021,3,10,264,12
61aa1e9737a24bc4e304bc3c,2014-02-01,5,-1,0.0,-1,2,-1,15,26,79,0.1,1024,5,10,177,9
61aa1e9737a24bc4e304bc3d,2014-02-02,8,1,0.0,1,4,1,17,39,90,0.0,1016,8,10,280,9
61aa1e9737a24bc4e304bc3e,2014-02-03,0,-2,16.7,-5,0,-5,24,94,92,26.6,1021,0,5,102,16
61aa1e9737a24bc4e304bc3f,2014-02-04,1,-4,0.0,-4,-2,-4,11,32,82,0.0,1029,1,10,193,7
61aa1e9737a24bc4e304bc40,2014-02-05,1,-1,15.8,-5,0,-5,23,88,95,44.3,1012,1,5,185,16
61aa1e9737a24bc4e304bc41,2014-02-06,-1,-7,0.2,-9,-4,-9,20,11,80,0.2,1023,-1,10,310,13
61aa1e9737a24bc4e304bc42,2014-02-07,-1,-6,0.0,-9,-3,-9,23,15,76,0.0,1026,-1,10,274,15
61aa1e9737a24bc4e304bc43,2014-02-08,-2,-8,0.0,-10,-5,-10,16,50,71,0.0,1025,-2,10,286,11
61aa1e9737a24bc4e304bc44,2014-02-09,-2,-7,0.9,-9,-4,-9,14,46,75,1.1,1020,-2,9,275,9
61aa1e9737a24bc4e304bc45,2014-02-10,-3,-9,0.0,-12,-6,-12,26,17,77,0.0,1021,-3,10,304,18
61aa1e9737a24bc4e304bc46,2014-02-11,-5,-10,0.0,-14,-7,-14,21,5,74,0.0,1028,-5,10,316,15
61aa1e9737a24bc4e304bc47,2014-02-12,-5,-10,0.0,-13,-7,-13,14,21,74,0.0,1032,-5,10,50,11
61aa1e9737a24bc4e304bc48,2014-02-13,1,-3,2.6,-7,0,-7,45,99,95,38.4,1005,1,6,35,29
61aa1e9737a24bc4e304bc49,2014-02-14,3,-3,2.6,-6,0,-6,40,31,85,5.2,997,3,8,274,27
61aa1e9737a24bc4e304bc4a,2014-02-15,1,-3,0.0,-6,-1,-6,29,69,86,12.6,1005,1,7,196,19
61aa1e9737a24bc4e304bc4b,2014-02-16,-2,-9,0.0,-12,-5,-12,31,36,76,0.0,1014,-2,10,294,22
61aa1e9737a24bc4e304bc4c,2014-02-17,1,-10,0.0,-10,-5,-10,20,12,67,0.0,1026,1,10,281,13
61aa1e9737a24bc4e304bc4d,2014-02-18,3,-3,0.3,-5,0,-5,22,51,83,0.9,1020,3,7,201,14
61aa1e9737a24bc4e304bc4e,2014-02-19,4,-3,0.0,-2,1,-2,20,53,92,8.2,1013,4,9,200,11
61aa1e9737a24bc4e304bc4f,2014-02-20,7,0,0.0,0,3,0,18,35,84,0.2,1021,7,9,221,10
61aa1e9737a24bc4e304bc50,2014-02-21,10,1,0.0,2,5,2,27,75,95,10.8,1012,10,6,153,14
61aa1e9737a24bc4e304bc51,2014-02-22,9,0,0.0,1,4,1,29,7,77,0.0,1017,9,10,236,16
61aa1e9737a24bc4e304bc52,2014-02-23,10,2,0.0,3,5,3,16,53,88,0.4,1014,10,10,238,9
61aa1e9737a24bc4e304bc53,2014-02-24,1,-5,0.9,-6,-1,-6,32,37,77,3.1,1014,1,7,297,21
61aa1e9737a24bc4e304bc54,2014-02-25,-1,-6,0.3,-9,-4,-9,23,48,71,0.7,1017,-1,8,289,16
61aa1e9737a24bc4e304bc55,2014-02-26,-2,-7,0.9,-10,-5,-10,19,44,74,1.6,1013,-2,8,293,14
61aa1e9737a24bc4e304bc56,2014-02-27,-1,-12,0.1,-12,-6,-12,26,25,71,0.1,1009,-1,9,217,19
61aa1e9737a24bc4e304bc57,2014-02-28,-6,-16,0.0,-16,-10,-16,16,6,75,0.0,1028,-6,10,288,12
61aa1e9737a24bc4e304bc58,2014-03-01,2,-9,0.0,-6,-4,-6,11,24,69,0.0,1027,2,10,197,7
61aa1e9737a24bc4e304bc59,2014-03-02,3,-3,0.1,-4,0,-4,15,66,87,1.1,1019,3,7,295,9
61aa1e9737a24bc4e304bc5a,2014-03-03,-6,-8,2.3,-13,-6,-13,24,75,77,3.8,1022,-6,6,344,18
61aa1e9737a24bc4e304bc5b,2014-03-04,-3,-11,0.0,-10,-6,-10,11,48,69,0.0,1028,-3,10,247,8
61aa1e9737a24bc4e304bc5c,2014-03-05,1,-8,0.1,-7,-3,-7,14,29,78,0.1,1025,1,10,74,9
61aa1e9737a24bc4e304bc5d,2014-03-06,-3,-12,0.0,-14,-7,-14,24,14,74,0.0,1034,-3,10,57,15
61aa1e9737a24bc4e304bc5e,2014-03-07,1,-5,0.1,-7,-2,-7,22,59,87,0.1,1023,1,10,45,14
61aa1e9737a24bc4e304bc5f,2014-03-08,7,-2,0.0,-1,2,-1,23,34,91,0.0,1011,7,9,308,13
61aa1e9737a24bc4e304bc60,2014-03-09,3,-3,0.0,-5,0,-5,26,33,82,0.1,1015,3,10,311,16
61aa1e9737a24bc4e304bc61,2014-03-10,8,0,0.0,0,3,0,21,69,86,0.3,1009,8,9,228,12
61aa1e9737a24bc4e304bc62,2014-03-11,13,3,0.0,4,6,4,20,34,91,0.1,1004,13,10,256,10
61aa1e9737a24bc4e304bc63,2014-03-12,11,1,0.0,5,7,5,26,69,91,8.0,994,11,9,174,14
61aa1e9737a24bc4e304bc64,2014-03-13,-4,-9,0.0,-16,-6,-16,44,38,60,1.0,1005,-4,5,312,36
61aa1e9737a24bc4e304bc65,2014-03-14,6,-8,0.0,-6,0,-6,26,25,60,0.0,1019,6,10,224,17
61aa1e9737a24bc4e304bc66,2014-03-15,11,3,0.0,3,6,3,36,37,77,2.1,1011,11,9,261,21
61aa1e9737a24bc4e304bc67,2014-03-16,2,-4,0.0,-7,-1,-7,25,33,61,0.0,1022,2,10,288,18
61aa1e9737a24bc4e304bc68,2014-03-17,0,-5,0.6,-8,-3,-8,19,53,50,0.8,1019,0,8,37,14
61aa1e9737a24bc4e304bc69,2014-03-18,5,-3,0.0,-4,0,-4,17,9,55,0.0,1024,5,10,70,12
61aa1e9737a24bc4e304bc6a,2014-03-19,4,0,0.0,-2,2,-2,21,69,87,16.7,1021,4,8,96,14
61aa1e9737a24bc4e304bc6b,2014-03-20,9,2,0.0,2,5,2,31,42,80,16.2,1010,9,9,283,18
61aa1e9737a24bc4e304bc6c,2014-03-21,8,0,0.0,0,4,0,24,8,71,0.0,1016,8,10,302,16
61aa1e9737a24bc4e304bc6d,2014-03-22,14,2,0.0,4,7,4,32,29,73,0.1,1013,14,10,232,18
61aa1e9737a24bc4e304bc6e,2014-03-23,5,0,0.0,-2,2,-2,23,39,63,0.0,1017,5,10,316,16
61aa1e9737a24bc4e304bc6f,2014-03-24,8,2,0.0,2,5,2,22,39,67,0.0,1019,8,10,188,15
61aa1e9737a24bc4e304bc70,2014-03-25,8,3,0.0,4,6,4,21,58,76,1.5,1018,8,9,151,13
61aa1e9737a24bc4e304bc71,2014-03-26,7,-6,0.0,1,4,1,23,54,73,1.7,1019,7,9,195,16
61aa1e9737a24bc4e304bc72,2014-03-27,5,-6,0.0,-5,-1,-5,22,21,56,0.0,1027,5,10,248,15
61aa1e9737a24bc4e304bc73,2014-03-28,12,0,0.0,4,7,4,28,68,90,3.3,1019,12,9,206,15
61aa1e9737a24bc4e304bc74,2014-03-29,8,6,0.0,4,7,4,26,87,94,37.3,1017,8,8,132,15
61aa1e9737a24bc4e304bc75,2014-03-30,8,3,0.0,2,6,2,31,95,93,39.7,1001,8,7,64,20
61aa1e9737a24bc4e304bc76,2014-03-31,10,2,0.0,1,5,1,29,43,79,6.7,1012,10,8,306,20
61aa1e9737a24bc4e304bc77,2014-04-01,13,3,0.0,5,7,5,16,10,77,0.0,1019,13,10,269,11
61aa1e9737a24bc4e304bc78,2014-04-02,13,4,0.0,6,8,6,10,27,83,0.9,1019,13,9,208,6
61aa1e9737a24bc4e304bc79,2014-04-03,15,6,0.0,8,9,8,12,22,73,0.0,1019,15,10,209,7
61aa1e9737a24bc4e304bc7a,2014-04-04,7,5,0.0,2,6,2,22,94,88,10.7,1014,7,7,96,15
61aa1e9737a24bc4e304bc7b,2014-04-05,10,3,0.0,3,6,3,29,26,75,3.7,1012,10,9,259,19
61aa1e9737a24bc4e304bc7c,2014-04-06,14,0,0.0,4,6,4,18,14,67,0.0,1022,14,10,265,11
61aa1e9737a24bc4e304bc7d,2014-04-07,9,3,0.0,4,7,4,21,64,81,9.8,1017,9,9,133,13
61aa1e9737a24bc4e304bc7e,2014-04-08,15,7,0.0,9,11,9,29,59,86,17.4,1000,15,7,235,16
61aa1e9737a24bc4e304bc7f,2014-04-09,13,6,0.0,6,9,6,25,8,68,0.0,1009,13,10,321,16
61aa1e9737a24bc4e304bc80,2014-04-10,13,7,0.0,7,9,7,26,16,66,0.0,1020,13,10,216,16
61aa1e9737a24bc4e304bc81,2014-04-11,19,8,0.0,12,13,12,23,56,82,7.5,1016,19,10,250,12
61aa1e9737a24bc4e304bc82,2014-04-12,18,9,0.0,12,13,12,19,20,74,1.6,1021,18,10,253,10
61aa1e9737a24bc4e304bc83,2014-04-13,20,8,0.0,12,13,12,32,12,82,1.0,1020,20,10,186,17
61aa1e9737a24bc4e304bc84,2014-04-14,19,12,0.0,14,15,14,41,44,87,0.3,1015,19,10,191,22
61aa1e9737a24bc4e304bc85,2014-04-15,15,2,2.6,9,11,9,44,94,94,35.7,1007,15,7,222,26
61aa1e9737a24bc4e304bc86,2014-04-16,7,-1,5.2,-2,3,-2,26,8,67,6.1,1027,7,9,261,18
61aa1e9737a24bc4e304bc87,2014-04-17,7,1,0.0,0,4,0,20,3,65,0.0,1038,7,10,84,14
61aa1e9737a24bc4e304bc88,2014-04-18,9,1,0.0,3,5,3,11,24,73,0.0,1031,9,10,108,8
61aa1e9737a24bc4e304bc89,2014-04-19,18,4,0.0,9,11,9,14,5,68,0.0,1025,18,10,203,10
61aa1e9737a24bc4e304bc8a,2014-04-20,12,6,0.0,6,9,6,18,1,64,0.0,1030,12,10,98,13
61aa1e9737a24bc4e304bc8b,2014-04-21,16,6,0.0,10,11,10,12,3,73,0.0,1020,16,10,132,8
61aa1e9737a24bc4e304bc8c,2014-04-22,18,7,0.0,11,13,11,21,34,84,5.0,1004,18,8,225,12
61aa1e9737a24bc4e304bc8d,2014-04-23,13,5,0.0,6,9,6,38,24,73,2.3,1004,13,10,306,25
61aa1e9737a24bc4e304bc8e,2014-04-24,13,4,0.0,4,8,4,36,4,58,0.0,1014,13,10,312,23
61aa1e9737a24bc4e304bc8f,2014-04-25,14,5,0.0,7,9,7,18,29,60,0.8,1014,14,10,229,11
61aa1e9737a24bc4e304bc90,2014-04-26,17,7,0.0,10,11,10,15,51,80,19.3,1008,17,8,226,10
61aa1e9737a24bc4e304bc91,2014-04-27,13,5,0.0,7,9,7,22,26,72,0.3,1015,13,10,330,14
61aa1e9737a24bc4e304bc92,2014-04-28,18,6,0.0,10,11,10,14,8,70,0.0,1018,18,10,236,9
61aa1e9737a24bc4e304bc93,2014-04-29,9,6,0.0,4,8,4,31,86,80,2.9,1026,9,8,100,22
61aa1e9737a24bc4e304bc94,2014-04-30,11,6,0.0,5,8,5,33,100,95,40.4,1024,11,7,89,21
61aa1e9737a24bc4e304bc95,2014-05-01,21,13,0.0,15,17,15,23,56,89,28.1,1008,21,8,224,12
61aa1e9737a24bc4e304bc96,2014-05-02,17,11,0.0,13,14,13,22,38,76,2.5,1008,17,9,278,12
61aa1e9737a24bc4e304bc97,2014-05-03,17,8,0.0,12,13,12,19,30,75,4.7,1010,17,10,234,11
61aa1e9737a24bc4e304bc98,2014-05-04,16,8,0.0,10,12,10,34,11,71,2.2,1008,16,10,279,21
61aa1e9737a24bc4e304bc99,2014-05-05,17,7,0.0,9,11,9,29,11,65,0.0,1012,17,10,314,18
61aa1e9737a24bc4e304bc9a,2014-05-06,17,7,0.0,11,12,11,18,20,67,0.0,1014,17,10,329,10
61aa1e9737a24bc4e304bc9b,2014-05-07,17,7,0.0,11,12,11,16,20,69,0.4,1022,17,9,144,10
61aa1e9737a24bc4e304bc9c,2014-05-08,17,10,0.0,12,13,12,10,65,92,17.0,1020,17,4,125,7
61aa1e9737a24bc4e304bc9d,2014-05-09,16,10,0.0,13,14,13,16,84,95,1.9,1020,16,4,120,10
61aa1e9737a24bc4e304bc9e,2014-05-10,23,14,0.0,18,19,18,24,63,90,10.2,1013,23,8,230,13
61aa1e9737a24bc4e304bc9f,2014-05-11,24,14,0.0,18,19,18,19,13,75,2.9,1017,24,10,279,12
61aa1e9737a24bc4e304bca0,2014-05-12,24,14,0.0,19,20,19,18,18,80,1.6,1019,24,10,235,10
61aa1e9737a24bc4e304bca1,2014-05-13,17,11,0.0,15,15,15,19,23,79,0.1,1021,17,10,155,13
61aa1e9737a24bc4e304bca2,2014-05-14,18,10,0.0,13,14,13,12,51,85,1.9,1025,18,10,108,9
61aa1e9737a24bc4e304bca3,2014-05-15,21,14,0.0,17,17,17,26,84,96,9.1,1021,21,10,144,15
61aa1e9737a24bc4e304bca4,2014-05-16,19,16,0.0,17,17,17,37,99,97,26.3,1013,19,6,159,21
61aa1e9737a24bc4e304bca5,2014-05-17,19,8,0.0,13,14,13,20,13,74,8.4,1016,19,9,287,13
61aa1e9737a24bc4e304bca6,2014-05-18,17,10,0.0,12,13,12,18,15,68,0.1,1021,17,10,243,11
61aa1e9737a24bc4e304bca7,2014-05-19,19,8,0.0,12,13,12,23,13,64,0.1,1021,19,10,312,13
61aa1e9737a24bc4e304bca8,2014-05-20,23,11,0.0,16,17,16,21,15,64,0.0,1018,23,10,297,12
61aa1e9737a24bc4e304bca9,2014-05-21,21,14,0.0,17,18,17,16,39,77,0.2,1014,21,10,237,9
61aa1e9737a24bc4e304bcaa,2014-05-22,18,13,0.0,16,16,16,12,80,95,18.9,1010,18,9,160,8
61aa1e9737a24bc4e304bcab,2014-05-23,19,13,0.0,16,16,16,7,65,92,22.7,1012,19,8,113,5
61aa1e9737a24bc4e304bcac,2014-05-24,19,11,0.0,14,15,14,13,46,87,18.6,1016,19,8,208,8
61aa1e9737a24bc4e304bcad,2014-05-25,23,12,0.0,17,18,17,13,16,78,2.6,1018,23,10,270,7
61aa1e9737a24bc4e304bcae,2014-05-26,26,14,0.0,20,20,20,26,14,69,0.0,1016,26,10,253,13
61aa1e9737a24bc4e304bcaf,2014-05-27,27,18,0.0,23,23,22,21,18,80,28.2,1011,27,8,267,11
61aa1e9737a24bc4e304bcb0,2014-05-28,15,10,0.0,13,14,13,19,80,87,10.1,1015,15,8,66,13
61aa1e9737a24bc4e304bcb1,2014-05-29,16,9,0.0,12,13,12,13,35,78,0.2,1022,16,10,109,10
61aa1e9737a24bc4e304bcb2,2014-05-30,22,12,0.0,17,17,17,8,36,77,2.3,1018,22,10,255,5
61aa1e9737a24bc4e304bcb3,2014-05-31,20,12,0.0,15,15,15,22,16,75,2.0,1021,20,10,139,14
61aa1e9737a24bc4e304bcb4,2014-06-01,22,11,0.0,17,18,17,14,12,70,0.0,1026,22,10,195,9
61aa1e9737a24bc4e304bcb5,2014-06-02,23,12,0.0,18,19,18,21,4,76,0.0,1021,23,10,223,13
61aa1e9737a24bc4e304bcb6,2014-06-03,26,17,0.0,22,22,21,15,24,87,20.2,1013,26,6,193,9
61aa1e9737a24bc4e304bcb7,2014-06-04,26,17,0.0,21,21,21,10,43,86,10.4,1009,26,9,103,6
61aa1e9737a24bc4e304bcb8,2014-06-05,23,16,0.0,18,19,18,17,53,84,18.9,1006,23,8,190,11
61aa1e9737a24bc4e304bcb9,2014-06-06,23,13,0.0,17,18,17,19,13,73,0.1,1011,23,10,310,12
61aa1e9737a24bc4e304bcba,2014-06-07,26,14,0.0,21,21,20,12,6,75,0.0,1015,26,10,276,7
61aa1e9737a24bc4e304bcbb,2014-06-08,27,16,0.0,22,22,21,16,11,77,0.0,1014,27,10,230,9
61aa1e9737a24bc4e304bcbc,2014-06-09,21,17,0.0,19,19,19,12,73,91,8.2,1014,21,9,119,8
61aa1e9737a24bc4e304bcbd,2014-06-10,24,17,0.0,22,22,21,9,61,92,7.4,1014,24,10,75,6
61aa1e9737a24bc4e304bcbe,2014-06-11,20,16,0.0,18,18,18,19,84,91,3.4,1018,20,7,82,13
61aa1e9737a24bc4e304bcbf,2014-06-12,21,16,0.0,18,18,18,18,95,96,3.5,1016,21,4,106,12
61aa1e9737a24bc4e304bcc0,2014-06-13,25,18,0.0,21,22,21,13,76,96,37.8,1009,25,7,122,8
61aa1e9737a24bc4e304bcc1,2014-06-14,22,14,0.0,18,19,18,22,30,81,6.0,1012,22,10,315,15
61aa1e9737a24bc4e304bcc2,2014-06-15,26,13,0.0,18,20,18,17,10,73,0.0,1018,26,10,315,11
61aa1e9737a24bc4e304bcc3,2014-06-16,26,16,0.0,22,22,21,14,5,74,0.0,1019,26,10,197,9
61aa1e9737a24bc4e304bcc4,2014-06-17,29,18,0.0,26,26,24,17,26,84,10.4,1016,29,9,217,9
61aa1e9737a24bc4e304bcc5,2014-06-18,29,22,0.0,27,27,25,24,13,76,0.7,1012,29,10,257,13
61aa1e9737a24bc4e304bcc6,2014-06-19,24,20,0.0,21,22,21,12,29,85,4.7,1015,24,8,143,7
61aa1e9737a24bc4e304bcc7,2014-06-20,25,15,0.0,20,21,20,19,10,64,0.0,1014,25,10,333,11
61aa1e9737a24bc4e304bcc8,2014-06-21,24,15,0.0,19,20,19,15,16,67,0.0,1013,24,10,113,10
61aa1e9737a24bc4e304bcc9,2014-06-22,24,14,0.0,19,20,19,11,42,74,0.1,1015,24,10,146,7
61aa1e9737a24bc4e304bcca,2014-06-23,25,15,0.0,21,21,20,17,8,77,0.6,1019,25,10,215,10
61aa1e9737a24bc4e304bccb,2014-06-24,25,17,0.0,22,22,21,24,12,79,0.0,1019,25,9,196,15
61aa1e9737a24bc4e304bccc,2014-06-25,26,19,0.0,24,24,22,22,55,91,12.4,1013,26,8,189,13
61aa1e9737a24bc4e304bccd,2014-06-26,28,20,0.0,26,26,24,15,37,84,11.5,1011,28,8,227,9
61aa1e9737a24bc4e304bcce,2014-06-27,26,18,0.0,22,22,21,13,37,82,4.6,1019,26,8,120,9
61aa1e9737a24bc4e304bccf,2014-06-28,29,17,0.0,24,24,22,13,5,75,0.2,1024,29,10,228,8
61aa1e9737a24bc4e304bcd0,2014-06-29,25,16,0.0,22,22,21,16,19,78,0.2,1023,25,10,191,11
61aa1e9737a24bc4e304bcd1,2014-06-30,26,18,0.0,23,23,22,20,29,81,0.0,1017,26,8,206,12
61aa1e9737a24bc4e304bcd2,2014-07-01,29,20,0.0,26,26,24,25,30,86,6.0,1012,29,8,204,15
61aa1e9737a24bc4e304bcd3,2014-07-02,29,22,0.0,28,28,25,19,28,89,15.7,1012,29,9,182,11
61aa1e9737a24bc4e304bcd4,2014-07-03,30,22,0.0,29,29,25,13,38,89,34.0,1014,30,8,232,7
61aa1e9737a24bc4e304bcd5,2014-07-04,21,17,0.0,20,21,20,25,43,89,17.1,1014,21,9,262,15
61aa1e9737a24bc4e304bcd6,2014-07-05,26,15,0.0,21,21,20,26,4,63,0.0,1019,26,10,292,16
61aa1e9737a24bc4e304bcd7,2014-07-06,26,16,0.0,22,22,21,23,11,72,0.0,1017,26,10,238,13
61aa1e9737a24bc4e304bcd8,2014-07-07,29,19,0.0,26,26,24,28,17,79,0.7,1010,29,10,220,16
61aa1e9737a24bc4e304bcd9,2014-07-08,30,22,0.0,28,28,25,28,12,76,0.5,1008,30,10,216,16
61aa1e9737a24bc4e304bcda,2014-07-09,28,20,0.0,26,26,24,18,9,80,5.1,1011,28,10,231,11
61aa1e9737a24bc4e304bcdb,2014-07-10,28,20,0.0,24,24,23,12,11,77,3.3,1018,28,10,78,8
61aa1e9737a24bc4e304bcdc,2014-07-11,28,18,0.0,23,23,22,14,23,75,2.1,1021,28,9,125,9
61aa1e9737a24bc4e304bcdd,2014-07-12,27,17,0.0,23,23,22,17,24,79,0.0,1022,27,9,190,11
61aa1e9737a24bc4e304bcde,2014-07-13,27,20,0.0,25,25,23,25,44,87,5.2,1016,27,9,194,16
61aa1e9737a24bc4e304bcdf,2014-07-14,29,22,0.0,27,27,24,17,53,89,43.5,1011,29,7,205,9
61aa1e9737a24bc4e304bce0,2014-07-15,28,21,0.0,27,27,24,12,58,92,57.6,1008,28,4,207,7
61aa1e9737a24bc4e304bce1,2014-07-16,28,20,0.0,25,25,23,12,41,78,9.4,1009,28,10,279,8
61aa1e9737a24bc4e304bce2,2014-07-17,26,17,0.0,22,22,21,14,17,68,0.3,1015,26,10,175,8
61aa1e9737a24bc4e304bce3,2014-07-18,30,16,0.0,23,23,22,12,6,64,0.0,1022,30,10,282,7
61aa1e9737a24bc4e304bce4,2014-07-19,24,17,0.0,21,21,21,13,48,68,0.0,1022,24,10,142,8
61aa1e9737a24bc4e304bce5,2014-07-20,25,17,0.0,22,22,21,13,28,75,0.4,1020,25,9,88,9
61aa1e9737a24bc4e304bce6,2014-07-21,27,17,0.0,24,24,22,9,10,79,0.7,1021,27,10,174,5
61aa1e9737a24bc4e304bce7,2014-07-22,24,19,0.0,24,24,22,18,12,87,0.0,1020,24,9,237,11
61aa1e9737a24bc4e304bce8,2014-07-23,29,21,0.0,27,27,25,22,24,85,8.5,1012,29,9,225,13
61aa1e9737a24bc4e304bce9,2014-07-24,26,20,0.0,25,25,23,14,31,76,0.1,1011,26,8,300,9
61aa1e9737a24bc4e304bcea,2014-07-25,30,17,0.0,23,23,23,15,12,68,0.0,1015,30,10,195,10
61aa1e9737a24bc4e304bceb,2014-07-26,26,18,0.0,23,23,22,17,23,80,2.6,1014,26,10,215,11
61aa1e9737a24bc4e304bcec,2014-07-27,29,20,0.0,26,26,24,20,52,85,14.3,1007,29,8,212,11
61aa1e9737a24bc4e304bced,2014-07-28,26,18,0.0,25,25,23,25,36,81,9.3,1001,26,9,240,16
61aa1e9737a24bc4e304bcee,2014-07-29,24,16,0.0,19,20,19,16,21,69,0.2,1011,24,10,304,10
61aa1e9737a24bc4e304bcef,2014-07-30,25,15,0.0,21,21,20,14,16,67,0.0,1016,25,10,273,8
61aa1e9737a24bc4e304bcf0,2014-07-31,26,17,0.0,22,22,21,20,12,75,4.0,1018,26,10,213,12
61aa1e9737a24bc4e304bcf1,2014-08-01,27,19,0.0,24,24,23,14,24,82,9.0,1022,27,9,193,9
61aa1e9737a24bc4e304bcf2,2014-08-02,22,18,0.0,20,21,20,14,55,88,16.3,1020,22,9,67,10
61aa1e9737a24bc4e304bcf3,2014-08-03,23,18,0.0,20,21,20,9,58,90,2.0,1018,23,6,114,6
61aa1e9737a24bc4e304bcf4,2014-08-04,28,19,0.0,24,24,23,12,35,84,4.1,1017,28,8,231,7
61aa1e9737a24bc4e304bcf5,2014-08-05,30,20,0.0,26,26,24,10,11,74,0.0,1015,30,10,250,5
61aa1e9737a24bc4e304bcf6,2014-08-06,27,19,0.0,24,24,23,14,13,74,0.8,1011,27,10,322,9
61aa1e9737a24bc4e304bcf7,2014-08-07,26,17,0.0,22,22,21,20,10,65,0.6,1013,26,10,322,12
61aa1e9737a24bc4e304bcf8,2014-08-08,29,16,0.0,23,23,22,11,10,64,0.0,1017,29,10,291,7
61aa1e9737a24bc4e304bcf9,2014-08-09,29,17,0.0,23,23,23,11,20,67,0.0,1018,29,10,236,6
61aa1e9737a24bc4e304bcfa,2014-08-10,29,19,0.0,25,25,24,11,20,65,0.0,1019,29,10,180,7
61aa1e9737a24bc4e304bcfb,2014-08-11,27,19,0.0,24,24,23,15,19,72,0.7,1019,27,10,202,10
61aa1e9737a24bc4e304bcfc,2014-08-12,24,20,0.0,24,24,22,27,50,83,4.6,1016,24,9,135,17
61aa1e9737a24bc4e304bcfd,2014-08-13,27,19,0.0,25,25,23,26,54,85,28.6,1006,27,8,223,17
